word,example_jp,example_ko,source
年長,この問題を理解するには、年長という観点から考えることが重要だ。,이 문제를 이해하려면 연장이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
幾多,この問題を理解するには、幾多という観点から考えることが重要だ。,이 문제를 이해하려면 수많은이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
広大な,その説明は広大なものではなく、追加の根拠を示す必要があった。,그 설명은 광대한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
座談会,この問題を理解するには、座談会という観点から考えることが重要だ。,이 문제를 이해하려면 좌담회이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
庶務,この問題を理解するには、庶務という観点から考えることが重要だ。,이 문제를 이해하려면 서무이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
庶民,この問題を理解するには、庶民という観点から考えることが重要だ。,이 문제를 이해하려면 서민이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
廃れる,状況によっては、早めに廃れる判断も必要になる。,상황에 따라서는 일찍 쇠퇴하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
廃止,この問題を理解するには、廃止という観点から考えることが重要だ。,이 문제를 이해하려면 폐지이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
弁償,この問題を理解するには、弁償という観点から考えることが重要だ。,이 문제를 이해하려면 변상이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
弁解,この問題を理解するには、弁解という観点から考えることが重要だ。,이 문제를 이해하려면 변명이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
弁論,この問題を理解するには、弁論という観点から考えることが重要だ。,이 문제를 이해하려면 변론이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
弁護,この問題を理解するには、弁護という観点から考えることが重要だ。,이 문제를 이해하려면 변호이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
引きずる,状況によっては、早めに引きずる判断も必要になる。,상황에 따라서는 일찍 질질 끌다 판단도 필요해진다.,generated_n1_auto_complete_20260601
引き上げる,状況によっては、早めに引き上げる判断も必要になる。,상황에 따라서는 일찍 끌어올리다 인상하다 철수하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
引き下げる,状況によっては、早めに引き下げる判断も必要になる。,상황에 따라서는 일찍 끌어내리다 인하하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
引き取る,状況によっては、早めに引き取る判断も必要になる。,상황에 따라서는 일찍 인수하다 데려가다 물러나다 판단도 필요해진다.,generated_n1_auto_complete_20260601
引き止める,状況によっては、早めに引き止める判断も必要になる。,상황에 따라서는 일찍 만류하다 붙잡다 판단도 필요해진다.,generated_n1_auto_complete_20260601
引き継ぐ,状況によっては、早めに引き継ぐ判断も必要になる。,상황에 따라서는 일찍 이어받다 인계하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
引き落とす,状況によっては、早めに引き落とす判断も必要になる。,상황에 따라서는 일찍 자동 이체하다 끌어내리다 판단도 필요해진다.,generated_n1_auto_complete_20260601
引き起こす,状況によっては、早めに引き起こす判断も必要になる。,상황에 따라서는 일찍 일으키다 초래하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
強いる,状況によっては、早めに強いる判断も必要になる。,상황에 따라서는 일찍 강요하다 판단도 필요해진다.,generated_n1_auto_complete_20260601
強み,この問題を理解するには、強みという観点から考えることが重要だ。,이 문제를 이해하려면 강점이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
強制,この問題を理解するには、強制という観点から考えることが重要だ。,이 문제를 이해하려면 강제이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
強烈な,その説明は強烈なものではなく、追加の根拠を示す必要があった。,그 설명은 강렬한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
強盗,この問題を理解するには、強盗という観点から考えることが重要だ。,이 문제를 이해하려면 강도이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
強硬な,その説明は強硬なものではなく、追加の根拠を示す必要があった。,그 설명은 강경한 것이 아니어서 추가 근거를 제시할 필요가 있었다.,generated_n1_auto_complete_20260601
強行,この問題を理解するには、強行という観点から考えることが重要だ。,이 문제를 이해하려면 강행이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
弾力,この問題を理解するには、弾力という観点から考えることが重要だ。,이 문제를 이해하려면 탄력이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
当てはめる,状況によっては、早めに当てはめる判断も必要になる。,상황에 따라서는 일찍 끼워 맞추다 판단도 필요해진다.,generated_n1_auto_complete_20260601
当人,この問題を理解するには、当人という観点から考えることが重要だ。,이 문제를 이해하려면 본인이라는 관점에서 생각하는 것이 중요하다.,generated_n1_auto_complete_20260601
